,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id ,RT,Hashtag,Clean Tweets,Subjectivity Score,Polarity Score,Analysis
82,@nshs21543759 Your knowledge towards football is appalling. Supposed to be a Liverpool fan and you’ve got Thiago ou… https://t.co/kXP9Pdxjlk,danny170865,d,,22,91,0,3003,2021-03-03 23:56:08,1367262546948939783,Tweet,False, Your knowledge towards football is appalling. Supposed to be a Liverpool fan and you’ve got Thiago ou… ,0.9,-0.35,Negative
83,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,sekyanzi_shaun,NeymarSZN⚽️🐐,"Kampala, Uganda",1089,1876,2,160508,2021-03-03 23:56:06,1367262541227909124,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
84,"RT @ryanw2345: City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",Confrancis23,Conor,,345,1475,4,15912,2021-03-03 23:56:04,1367262530050027521,Retweet,False," City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",0.3,1.0,Positive
85,RT @fcDavee: Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),_notyazeed,Deji of Kaduna🐺,Hogwarts,1068,210,0,4311,2021-03-03 23:55:51,1367262477617147912,Retweet,False, Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),0.4861111111111111,0.25,Positive
86,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,VictorUzondu1,Victor,"North Charleston, SC",244,295,1,31055,2021-03-03 23:55:50,1367262472596385792,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
87,RT @fcDavee: Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),Callum_Moran10,Callum,,46,135,0,273,2021-03-03 23:55:48,1367262464447029257,Retweet,False, Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),0.4861111111111111,0.25,Positive
88,@UTDindian @PrinceCox110 @Jimgroom92 @LiamPaulCanning Liverpool imploded. To be fair they've been battered with inj… https://t.co/WUd8rM30CS,Sticky_Brain,Paulie,"Dublin City, Ireland",702,95,19,989,2021-03-03 23:55:45,1367262450656161793,Tweet,False,    Liverpool imploded. To be fair they've been battered with inj… ,0.9,0.7,Positive
89,@TheScore01 Liverpool’s press will cause us a lot of problems imo considering we’ve struggled against pressing team… https://t.co/xkfVq80tpS,DanGoloKante,Kante😍,,29,104,0,994,2021-03-03 23:55:43,1367262444356304897,Tweet,False, Liverpool’s press will cause us a lot of problems imo considering we’ve struggled against pressing team… ,0.0,0.0,Neutral
90,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,gajamaflake,Gareth Reynolds,,98,565,0,14007,2021-03-03 23:55:42,1367262437796380672,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
91,@lovelyj13405979 @MashroorJamal @craigburley Like compared to who? Who’s making United eclipse city or Liverpool? Genuine question,johnbashaw64,John Bashaw,,80,405,0,5461,2021-03-03 23:55:38,1367262423221166081,Tweet,False,   Like compared to who? Who’s making United eclipse city or Liverpool? Genuine question,0.5,0.4,Positive
92,"Men i love
Steve Clarke
Lyndon Dykes
Ryan Christie
Ryan Jack
The entire scotland squad
The entire caley squad
the entire liverpool squad",DonerKabak_,macka b 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Halkirk, Scotland",426,823,2,7793,2021-03-03 23:55:37,1367262418473283585,Tweet,False,"Men i love
Steve Clarke
Lyndon Dykes
Ryan Christie
Ryan Jack
The entire scotland squad
The entire caley squad
the entire liverpool squad",0.61875,0.125,Positive
93,You know it’s about respect yet you tapped coutinho and turned him against Liverpool dkm https://t.co/g89bU2ppZ1,king_korant,Phenom,Paradise,1268,855,3,106385,2021-03-03 23:55:34,1367262406284619787,Tweet,False,You know it’s about respect yet you tapped coutinho and turned him against Liverpool dkm ,0.0,0.0,Neutral
94,No more penalties.. https://t.co/9UPjEE958w,Liverpool_zy,Liverpoolzy*,,9866,3814,29,8257,2021-03-03 23:55:27,1367262374810578945,Tweet,False,No more penalties.. ,0.5,-0.25,Negative
95,"RT @SoccerAM: Who is the better side?⭐

🔁 RT for Man City this season
❤️ FAV for Liverpool last season https://t.co/QMVliwiF6g",yoruba_of,Custodian of Yoruba✊🏿,,2,185,0,30,2021-03-03 23:55:23,1367262360512180226,Retweet,False," Who is the better side?⭐

🔁 for Man City this season
❤️ FAV for Liverpool last season ",0.2833333333333333,0.25,Positive
96,Thank you for reading my tactical analysis thread. I’m in no way saying I’m am an expert. This is just things I gat… https://t.co/Mk3zHhUCKf,locallfc,gregg🇿🇼,"Liverpool, merseyside",1811,841,6,54033,2021-03-03 23:55:21,1367262348688449538,Tweet,False,Thank you for reading my tactical analysis thread. I’m in no way saying I’m am an expert. This is just things I gat… ,0.0,0.0,Neutral
97,This will help them in their midfield battles as Liverpool will most likely play in a defensive formation like this https://t.co/mSXZT3HS3p,locallfc,gregg🇿🇼,"Liverpool, merseyside",1811,841,6,54033,2021-03-03 23:55:17,1367262333190422530,Tweet,False,This will help them in their midfield battles as Liverpool will most likely play in a defensive formation like this ,0.75,0.25,Positive
98,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,cbelnap,CBelnap,Magrathea,223,655,6,15342,2021-03-03 23:55:06,1367262286176423936,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
99,"RT @Watch_LFC: Liverpool will not release Jota, Firmino, Fabinho and Alisson for the next international break. Some of the African players…",Nnaemekanwaiwu,Nnaemeka Nwaiwu,"Port Harcourt, Nigeria 🇳🇬",2691,4279,1,97056,2021-03-03 23:55:04,1367262278014427137,Retweet,False," Liverpool will not release Jota, Firmino, Fabinho and Alisson for the next international break. Some of the African players…",0.0,0.0,Neutral
100,"RT @B_ELRUFAI: We are Liverpool. We embody loyalty, patience and unity.",oseni_debola,AAO,Nigeria,986,938,29,320,2021-03-03 23:55:04,1367262277070712836,Retweet,False," We are Liverpool. We embody loyalty, patience and unity.",0.0,0.0,Neutral
101,"RT @rickthereduk: Commentator just said one of my pet hates “Liverpool are having plenty of possession, but it’s all in front of Spurs at t…",kushal_keshav,Kushal^Keshav,,713,1648,81,33257,2021-03-03 23:55:03,1367262276059729921,Retweet,False," Commentator just said one of my pet hates “Liverpool are having plenty of possession, but it’s all in front of Spurs at t…",0.0,0.0,Neutral
102,@JustAGuyWithMe1 @talkSPORT Do ur clearly blind Liverpool and spurs ain’t top 6,yxngzz_m,Mo,,36,142,0,2818,2021-03-03 23:55:03,1367262273945931781,Tweet,False,  Do ur clearly blind Liverpool and spurs ain’t top 6,0.5833333333333333,0.0,Neutral
103,RT @fcDavee: Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),stoic_jeff,Cereal Killer (◣_◢),cloud 9,9028,4993,13,4148,2021-03-03 23:55:01,1367262267549638662,Retweet,False, Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),0.4861111111111111,0.25,Positive
104,"@CarefreeYouth Tomas Kalas, he had very good debut game againts liverpool",pinoicecupp,🥑,Ludoyo,25,131,0,159,2021-03-03 23:55:01,1367262265884352512,Tweet,False," Tomas Kalas, he had very good debut game againts liverpool",0.5900000000000001,0.25499999999999995,Positive
105,@darmy_dreamez @_AsiwajuLerry Repeat this later today when we beat Liverpool 😂,presido_16,Preshus 💙,Lagos State,754,1588,0,40943,2021-03-03 23:55:00,1367262263741145089,Tweet,False, @ Repeat this later today when we beat Liverpool 😂,0.0,0.0,Neutral
106,"Now depending on who starts up top for chelsea pure defensive shape will be a bit varied. 

If giroud is the strike… https://t.co/WfCtUxVZR7",locallfc,gregg🇿🇼,"Liverpool, merseyside",1811,841,6,54033,2021-03-03 23:54:59,1367262259219730435,Tweet,False,"Now depending on who starts up top for chelsea pure defensive shape will be a bit varied. 

If giroud is the strike… ",0.5,0.35714285714285715,Positive
107,"RT @Rohandinho_: Rakitic been through 0-3 Roma, 0-4 Liverpool, and 0-3 Barca 😂😂",todibos,jacob,,134,296,0,20352,2021-03-03 23:54:59,1367262257059610626,Retweet,False,"_ Rakitic been through 0-3 Roma, 0-4 Liverpool, and 0-3 Barca 😂😂",0.0,0.0,Neutral
108,"RT @Alpha_Bronze: Beijing-based CRMO Pharmaron accomplished impressive growth via acquisitions! First buying up Beijing SMO LinkStart, then…",kimvie,sic,,2683,4999,1793,20364,2021-03-03 23:54:56,1367262244594094080,Retweet,False," Beijing-based CRMO Pharmaron accomplished impressive growth via acquisitions! First buying up Beijing SMO LinkStart, then…",0.611111111111111,0.48333333333333334,Positive
109,"RT @Watch_LFC: A win for Liverpool tomorrow will put them back into 4th place on 46 points. 

4 points off third, 5 points off second.

Mas…",Nnaemekanwaiwu,Nnaemeka Nwaiwu,"Port Harcourt, Nigeria 🇳🇬",2691,4279,1,97056,2021-03-03 23:54:49,1367262215502454787,Retweet,False," A win for Liverpool tomorrow will put them back into 4th place on 46 points. 

4 points off third, 5 points off second.

Mas…",0.1,0.2,Positive
110,@nshs21543759 Hahahaha behave your self lad you’ve clearly never kicked a ball in your life. Grow up. The mans won… https://t.co/JhcYViosmJ,danny170865,d,,22,91,0,3003,2021-03-03 23:54:40,1367262176482914305,Tweet,False, Hahahaha behave your self lad you’ve clearly never kicked a ball in your life. Grow up. The mans won… ,0.44166666666666665,0.075,Positive
111,RT @AnfieIdEditon: 🚨Recent news reports are saying that Liverpool's Brazilian players are not being released for international duty. Adrian…,Mebitaghan_,PapitoCOE,on the move,1115,1030,3,5759,2021-03-03 23:54:38,1367262168350138369,Retweet,False, 🚨Recent news reports are saying that Liverpool's Brazilian players are not being released for international duty. Adrian…,0.0,0.0,Neutral
112,"RT @HelixBioPharma: AbbVie sells biologics plant to Pharmaron, fueling the China company's cell &amp; gene therapy ambitions! After closing $63…",kimvie,sic,,2683,4999,1793,20364,2021-03-03 23:54:28,1367262129716269059,Retweet,False," AbbVie sells biologics plant to Pharmaron, fueling the China company's cell &amp; gene therapy ambitions! After closing $63…",0.0,0.0,Neutral
113,"So Leicester drew and so did ManU?

Liverpool has to end the drought at Anfield and get 3 points tomorrow. #YNWA #RedsvsBlues
 
#CRYMUN",cbctom,Tom Harrington,"Toronto, Ontario",21449,2683,515,38005,2021-03-03 23:54:28,1367262129582206980,Tweet,True,"So Leicester drew and so did ManU?

Liverpool has to end the drought at Anfield and get 3 points tomorrow. YNWA RedsvsBlues
 
CRYMUN",0.0,0.0,Neutral
114,"RT @uk_domain_names: ""Rishi Sunak did not say the word 'Brexit' once in his Budget speech.

But the OBR watchdog did.

It declared Brexit w…",Jackcdawes,Jack Dawes #FBPE #SardinesUK #RejoinEU #FBPA,"London, Europe",10234,11174,10,214160,2021-03-03 23:54:27,1367262125329113089,Retweet,False," ""Rishi Sunak did not say the word 'Brexit' once in his Budget speech.

But the OBR watchdog did.

It declared Brexit w…",0.0,0.0,Neutral
115,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,foodzneversober,Le' Foodz 🍷,Runawaybay,974,903,12,9107,2021-03-03 23:54:24,1367262110397460482,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
116,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,favorfxr,nèv,"At a party, you're not invited",3495,3812,1,16745,2021-03-03 23:54:24,1367262109638230022,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
117,"RT @BrianDenton6723: Bro Ian St John, a member of Motherwell Caledonian 1228, has been called to the Grand Lodge above. Ian St John, was an…",ProvincialGLN,Northumberland Freemasons,,3438,744,23,8778,2021-03-03 23:54:19,1367262089237180421,Retweet,False," Bro Ian St John, a member of Motherwell Caledonian 1228, has been called to the Grand Lodge above. Ian St John, was an…",0.55,0.25,Positive
118,"RT @SoccerAM: Who is the better side?⭐

🔁 RT for Man City this season
❤️ FAV for Liverpool last season https://t.co/QMVliwiF6g",__BCJ__,Brad C Johnson,"Westerly, RI",35,249,0,9223,2021-03-03 23:54:16,1367262078201913347,Retweet,False," Who is the better side?⭐

🔁 for Man City this season
❤️ FAV for Liverpool last season ",0.2833333333333333,0.25,Positive
119,RT @abzdotmo: Liverpool ain’t won a premier league game since this,GajaniZainab,Zaina Gajani,,160,147,0,2202,2021-03-03 23:54:15,1367262073797799937,Retweet,False, Liverpool ain’t won a premier league game since this,0.4,-0.4,Negative
120,"@ChelseaFC Drogba from range, Lamps from range. Our prime years had players with individual talent and brilliance.… https://t.co/yF4eVlgU0e",KristianJosephs,Christian Josephs,"Abuja, Nigeria",239,345,1,6568,2021-03-03 23:54:15,1367262072942305291,Tweet,False," Drogba from range, Lamps from range. Our prime years had players with individual talent and brilliance.… ",0.4,0.0,Neutral
121,"“Master and Servant” (Live)

#CityLimoShuffle  https://t.co/r692N4dGd7",damon_stewart,trawetS_nomaD,SearchingW/MyGoodEyeClosed,1442,1520,42,35990,2021-03-03 23:54:14,1367262068437512192,Tweet,True,"“Master and Servant” (Live)

CityLimoShuffle  ",0.5,0.13636363636363635,Positive
122,@avfcCJ You do realise if we won tonight we were 1 point off Liverpool with a game in hand,AlexCarr142,Alex Carr,"England, United Kingdom",153,608,0,24135,2021-03-03 23:54:06,1367262034799247360,Tweet,False, You do realise if we won tonight we were 1 point off Liverpool with a game in hand,0.4,-0.4,Negative
123,"RT @SoccerAM: Who is the better side?⭐

🔁 RT for Man City this season
❤️ FAV for Liverpool last season https://t.co/QMVliwiF6g",Ghulam_rashed,Ghulam,,244,593,0,2364,2021-03-03 23:54:02,1367262018181484547,Retweet,False," Who is the better side?⭐

🔁 for Man City this season
❤️ FAV for Liverpool last season ",0.2833333333333333,0.25,Positive
124,"@hoopster_88 Celtic fans are as bad as Liverpool fans. If it was Celtic top of the league it would be, 10 in a row!… https://t.co/Qo5VQTarbY",martinp54623324,martin poole,"England, United Kingdom",187,616,0,9492,2021-03-03 23:54:00,1367262011109826568,Tweet,False," Celtic fans are as bad as Liverpool fans. If it was Celtic top of the league it would be, 10 in a row!… ",0.5833333333333333,-0.09999999999999992,Negative
125,"RT @classicshirts: Sony MiniDisc Euro Sixes

Would you like to see top players playing 6-a-side?

This actually happened at the Amsterdam A…",RedgmanNyc,RedGman NYC,"New York, NY",2279,5001,112,46156,2021-03-03 23:53:57,1367261996064903168,Retweet,False," Sony MiniDisc Euro Sixes

Would you like to see top players playing 6-a-side?

This actually happened at the Amsterdam A…",0.3,0.25,Positive
126,"RT @AdoptionsUk: Please retweet to help Rio find a home #Liverpool 🇬🇧
#dogs #dogsoftwitter https://t.co/PXcu09VI9y",grantha23512637,grant harris,"London, England",205,254,0,13937,2021-03-03 23:53:44,1367261944642760707,Retweet,True," Please retweet to help Rio find a home Liverpool 🇬🇧
dogs dogsoftwitter ",0.0,0.0,Neutral
127,"@clubmodocarrera 1. RM
2. Barcelona
3. Bayern Munich
4. Milan
5. Unite
6. Liverpool",Nicolas93387255,~Nicolas~,,14,353,0,681,2021-03-03 23:53:43,1367261941392154626,Tweet,False," 1. RM
2. Barcelona
3. Bayern Munich
4. Milan
5. Unite
6. Liverpool",0.0,0.0,Neutral
128,"RT @Rohandinho_: Rakitic been through 0-3 Roma, 0-4 Liverpool, and 0-3 Barca 😂😂",magisterialD10S,EL PISTOLERO STAN ACCOUNT 🔫🐐,,431,1815,3,108434,2021-03-03 23:53:39,1367261923293626373,Retweet,False,"_ Rakitic been through 0-3 Roma, 0-4 Liverpool, and 0-3 Barca 😂😂",0.0,0.0,Neutral
129,"@Davek85175302 Just are reminder that Liverpool is a socialist Labour supporting city who despise the Torys, far ri… https://t.co/y9bDZp7U01",timj50,tim,UK,152,363,4,2848,2021-03-03 23:53:39,1367261922513596417,Tweet,False," Just are reminder that Liverpool is a socialist Labour supporting city who despise the Torys, far ri… ",0.625,0.175,Positive
130,"RT @youneshh: Leicester drew. Aston Villa lost. United drew. 

@ChelseaFC no Charity FC tomorrow please! Destroy Liverpool 💪🏻",adjoa_yorke1,💙,🇬🇭,1403,1014,1,153118,2021-03-03 23:53:39,1367261920982691840,Retweet,False," Leicester drew. Aston Villa lost. United drew. 

 no Charity FC tomorrow please! Destroy Liverpool 💪🏻",0.0,-0.2,Negative
